rated,created_at,last_move_at,turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply,increment_base,increment_bonus,n_moves_played,first_move,last_move
0,1500690000000.0,1500690000000.0,53,1,2,3483,1111,7597,921,0,436,4,60,0,53,16,954
0,1500680000000.0,1500690000000.0,36,3,0,5885,897,3591,1111,77,682,2,10,0,36,13,258
0,1500680000000.0,1500680000000.0,26,3,2,3483,1111,5935,897,0,434,1,10,0,26,16,1128
1,1500680000000.0,1500680000000.0,52,3,2,7424,1099,3591,1124,4,1459,2,10,10,52,2,331
1,1500600000000.0,1500600000000.0,139,1,2,3483,1115,2619,1013,0,434,1,10,0,139,16,759
0,1500500000000.0,1500500000000.0,72,1,0,6256,1099,3591,1115,77,682,2,10,0,72,13,986
0,1500500000000.0,1500500000000.0,142,1,0,6256,1099,3591,1115,77,682,2,10,0,142,13,1080
1,1495380000000.0,1495380000000.0,60,1,0,3483,1136,5844,843,0,442,2,0,25,60,16,939
1,1495380000000.0,1495380000000.0,23,3,2,5800,798,3591,1157,77,682,2,0,25,23,13,1833
0,1495380000000.0,1495380000000.0,9,3,2,6869,2419,3591,1157,99,1314,5,30,30,9,13,459
1,1495380000000.0,1495380000000.0,43,1,2,3483,1151,6757,964,0,434,1,15,5,43,16,1135
1,1504080000000.0,1504080000000.0,34,1,0,1877,1113,8186,1581,171,650,3,7,2,34,13,980
1,1504080000000.0,1504080000000.0,38,3,2,1877,1098,2741,1202,192,800,6,15,0,38,13,896
1,1504080000000.0,1504080000000.0,23,1,2,1877,1083,2741,1218,195,1150,5,15,15,23,13,876
1,1504010000000.0,1504010000000.0,6,3,0,1877,1091,113,1203,90,1208,3,15,15,6,13,397
1,1504010000000.0,1504010000000.0,37,1,2,2464,1236,1888,1098,196,1150,7,15,15,37,13,989
1,1504000000000.0,1504000000000.0,19,3,2,734,1112,1888,1109,171,661,3,15,15,19,13,1230
1,1504000000000.0,1504000000000.0,21,1,2,1561,1188,1888,1118,239,975,3,15,15,21,11,954
1,1504000000000.0,1504000000000.0,65,0,1,1877,1116,7938,1173,72,1125,2,15,15,65,13,325
1,1504000000000.0,1504000000000.0,28,1,0,6943,1139,1888,1104,195,1150,5,15,15,28,13,1165
1,1504000000000.0,1504000000000.0,19,3,2,6117,1100,1888,1116,216,1039,6,15,15,19,13,668
1,1492860000000.0,1492860000000.0,47,3,2,9242,1614,8741,1711,78,809,2,20,5,47,13,333
1,1492860000000.0,1492860000000.0,30,3,0,9242,1623,8741,1701,78,818,7,20,5,30,13,1940
1,1492860000000.0,1492860000000.0,100,3,0,8835,1716,7985,1659,248,1378,5,10,5,100,11,1963
1,1492860000000.0,1492860000000.0,71,0,1,1039,1794,8741,1714,352,631,11,10,5,71,11,323
1,1491770000000.0,1491770000000.0,29,3,2,6408,1749,8741,1726,78,806,4,10,3,29,13,596
1,1490960000000.0,1490960000000.0,43,3,2,8835,1711,4562,1760,268,890,7,10,2,43,11,702
1,1490960000000.0,1490960000000.0,35,3,2,8835,1700,2428,1625,253,1399,7,10,5,35,11,173
1,1490960000000.0,1490960000000.0,32,3,2,8835,1689,7949,1593,266,1413,10,15,10,32,11,697
1,1490870000000.0,1490870000000.0,85,3,2,5547,1663,8741,1705,1,738,2,10,5,85,6,202
1,1490860000000.0,1490870000000.0,112,3,0,4381,1695,8741,1691,79,819,8,10,5,112,13,303
1,1490860000000.0,1490860000000.0,34,3,2,8835,1676,253,1684,36,214,2,10,5,34,11,1624
1,1490860000000.0,1490860000000.0,38,1,0,249,1696,8741,1659,78,809,2,10,5,38,13,815
1,1490860000000.0,1490860000000.0,25,1,2,8835,1651,6504,1466,259,866,5,10,5,25,11,1027
1,1490860000000.0,1490860000000.0,15,2,2,8835,1635,2816,1647,36,283,2,8,5,15,11,76
1,1490440000000.0,1490440000000.0,41,3,2,7818,1525,8741,1657,78,809,2,0,15,41,13,1589
1,1490440000000.0,1490440000000.0,49,1,2,8835,1640,7939,1650,245,942,8,15,16,49,11,1231
1,1490440000000.0,1490440000000.0,68,3,2,8925,1782,8741,1651,78,809,2,10,5,68,13,1487
1,1490440000000.0,1490440000000.0,51,3,2,8835,1630,4377,1697,268,890,7,20,0,51,11,1315
1,1490250000000.0,1490250000000.0,50,1,0,8835,1674,107,1655,46,675,4,20,0,50,11,1568
1,1490250000000.0,1490250000000.0,45,3,2,108,1643,8741,1696,248,1377,4,20,0,45,11,19
1,1490240000000.0,1490250000000.0,92,3,0,8835,1708,7671,1864,48,107,7,15,5,92,11,1767
1,1490240000000.0,1490240000000.0,70,1,0,8915,1760,8741,1683,239,975,3,15,6,70,11,855
1,1488970000000.0,1488970000000.0,86,3,0,3450,1839,8741,1651,248,1387,5,8,6,86,11,547
1,1488890000000.0,1488890000000.0,54,1,0,8835,1664,9232,1820,319,705,5,8,6,54,11,980
1,1488720000000.0,1488720000000.0,45,3,2,8835,1641,7591,1645,259,873,6,20,1,45,11,736
1,1488720000000.0,1488720000000.0,42,3,0,7574,1657,8741,1614,78,818,7,20,1,42,13,1629
1,1488720000000.0,1488720000000.0,25,1,2,8573,1700,8741,1635,78,809,2,8,6,25,13,1036
1,1488720000000.0,1488720000000.0,45,3,2,8835,1602,6008,1671,241,931,4,8,6,45,11,681
1,1488720000000.0,1488720000000.0,70,3,0,7756,1655,8741,1566,343,593,6,8,8,70,9,642
1,1488640000000.0,1488640000000.0,136,1,0,8835,1582,8859,1770,319,727,8,10,0,136,11,1292
1,1487260000000.0,1487260000000.0,40,3,0,7286,1648,8741,1591,78,806,4,10,7,40,13,1440
1,1486840000000.0,1486840000000.0,44,0,1,6484,1629,8741,1586,78,806,4,10,6,44,13,2012
1,1486830000000.0,1486830000000.0,58,3,0,1472,1480,8741,1551,78,825,7,25,8,58,13,219
1,1486740000000.0,1486740000000.0,52,1,0,8835,1577,7969,1763,49,773,6,15,5,52,11,939
1,1486740000000.0,1486740000000.0,74,1,0,8835,1614,6006,1732,248,1378,5,15,5,74,11,1393
1,1486410000000.0,1486410000000.0,63,3,2,6588,1890,8741,1639,79,824,9,15,0,63,13,1133
1,1486400000000.0,1486400000000.0,88,0,1,331,1642,8741,1638,78,809,2,10,5,88,13,902
1,1486310000000.0,1486310000000.0,85,3,2,8835,1549,5629,1551,266,1408,6,10,5,85,11,1335
1,1486300000000.0,1486300000000.0,65,3,2,8036,1652,8741,1674,41,443,2,10,5,65,11,1434
1,1486230000000.0,1486230000000.0,81,3,2,8835,1500,6835,1497,248,1378,5,10,5,81,11,317
1,1504280000000.0,1504280000000.0,68,3,0,8491,1871,6799,1774,321,731,9,15,14,68,11,401
1,1504240000000.0,1504240000000.0,56,3,0,6260,1201,8412,1871,239,961,2,15,14,56,11,1700
1,1504240000000.0,1504240000000.0,75,1,2,8491,1870,6312,1202,36,433,2,15,14,75,11,1336
1,1504240000000.0,1504240000000.0,14,1,0,1384,1573,8412,1866,72,1141,4,15,14,14,13,898
1,1504230000000.0,1504230000000.0,68,3,0,5790,1771,8412,1857,10,238,2,15,14,68,9,1728
1,1504220000000.0,1504220000000.0,24,3,0,6187,1630,8412,1851,253,1399,7,15,14,24,11,639
1,1504220000000.0,1504220000000.0,21,3,2,8196,1799,8412,1866,72,1141,4,15,14,21,13,665
1,1504220000000.0,1504220000000.0,18,3,0,5929,1585,8412,1861,152,351,3,15,14,18,13,832
1,1504220000000.0,1504220000000.0,43,3,2,8491,1857,5983,1590,153,343,5,15,14,43,13,343
1,1504220000000.0,1504220000000.0,41,3,0,5929,1594,8412,1852,72,1141,4,15,14,41,13,1017
1,1504220000000.0,1504220000000.0,16,1,0,8491,1873,5983,1574,48,107,7,15,14,16,11,489
1,1504040000000.0,1504040000000.0,57,0,1,8491,1875,7518,1821,274,1177,8,15,14,57,11,952
1,1503980000000.0,1503980000000.0,75,1,2,8491,1875,8100,1074,258,868,5,15,14,75,11,1972
1,1503970000000.0,1503980000000.0,48,3,0,8491,1887,6067,1892,265,907,5,15,14,48,11,903
1,1503970000000.0,1503970000000.0,41,1,2,8491,1880,4977,1781,39,45,3,15,14,41,11,1412
1,1503940000000.0,1503940000000.0,54,3,0,674,1825,8412,1869,152,352,3,15,14,54,13,1072
1,1503940000000.0,1503940000000.0,93,3,2,4597,1940,8412,1879,72,1141,4,10,0,93,13,1963
1,1503940000000.0,1503940000000.0,64,0,1,5394,1815,8412,1882,0,1433,1,10,0,64,12,1392
1,1503870000000.0,1503870000000.0,57,1,2,8491,1878,4607,1534,36,433,2,15,14,57,11,1135
1,1503870000000.0,1503870000000.0,22,3,2,8491,1873,5174,1630,270,921,7,15,14,22,11,468
1,1503860000000.0,1503870000000.0,73,3,2,3893,1757,8412,1891,72,1141,4,15,14,73,13,993
1,1503690000000.0,1503690000000.0,53,1,2,8491,1887,319,1564,246,936,5,15,14,53,11,1717
1,1503680000000.0,1503690000000.0,60,1,0,2198,1426,8412,1885,72,1125,2,15,14,60,13,1141
1,1503610000000.0,1503610000000.0,95,3,2,8491,1879,7413,1671,241,933,8,15,14,95,11,2037
1,1503010000000.0,1503010000000.0,89,3,2,8491,1872,1972,1708,274,1177,8,15,14,89,11,1784
1,1502920000000.0,1502930000000.0,58,3,0,8491,1900,48,1900,265,1189,16,15,14,58,11,1662
1,1502920000000.0,1502920000000.0,74,3,0,8491,1923,1677,1211,273,912,9,15,14,74,11,1833
1,1502760000000.0,1502760000000.0,73,2,2,8491,1907,7528,1677,265,1178,6,15,14,73,11,332
1,1502760000000.0,1502760000000.0,42,3,0,7516,1683,8412,1901,239,963,4,15,14,42,11,635
1,1502750000000.0,1502750000000.0,55,3,0,6581,1730,8412,1893,152,352,3,15,14,55,13,863
1,1502750000000.0,1502750000000.0,45,3,2,8491,1886,6624,1737,36,682,2,15,14,45,11,912
1,1502750000000.0,1502750000000.0,47,3,2,6581,1720,8412,1905,6,1473,3,15,14,47,13,1688
1,1502750000000.0,1502750000000.0,27,1,2,8491,1903,3200,1454,245,943,4,15,14,27,11,954
1,1502740000000.0,1502740000000.0,67,3,2,8491,1894,3355,1775,66,202,5,15,14,67,11,941
1,1502680000000.0,1502680000000.0,55,1,2,8491,1889,3494,1641,265,907,5,15,14,55,11,954
1,1502680000000.0,1502680000000.0,29,3,2,8491,1883,3494,1646,275,924,9,15,14,29,11,1134
1,1502680000000.0,1502680000000.0,50,1,0,3366,1651,8412,1878,72,1141,4,15,14,50,13,1171
1,1489280000000.0,1489280000000.0,50,1,0,1653,1217,3307,1259,4,1454,2,10,15,50,2,52
1,1489240000000.0,1489240000000.0,52,1,0,1653,1271,5783,1517,4,1456,2,10,15,52,2,1351
1,1489200000000.0,1489200000000.0,28,1,0,1653,1500,5046,1406,6,1468,3,10,15,28,2,1165
1,1495610000000.0,1495610000000.0,8,3,0,1026,1132,5429,1258,0,1433,1,10,0,8,12,605
1,1495610000000.0,1495610000000.0,22,1,0,8660,1303,5429,1248,72,1125,2,10,0,22,13,1168
1,1495610000000.0,1495610000000.0,84,1,0,5341,1257,8702,1296,171,661,3,10,0,84,13,1550
1,1495610000000.0,1495610000000.0,25,1,2,8530,1152,5429,1271,201,462,5,10,0,25,13,954
1,1495610000000.0,1495610000000.0,68,1,0,5341,1283,8764,1255,171,661,3,10,0,68,13,942
1,1495610000000.0,1495610000000.0,82,1,0,5341,1295,8991,1226,171,661,3,10,0,82,13,107
1,1495610000000.0,1495610000000.0,8,1,0,7521,1448,5429,1280,171,282,3,10,0,8,13,1168
1,1495610000000.0,1495610000000.0,151,2,2,5341,1268,7761,1312,90,1194,2,10,0,151,13,320
1,1495610000000.0,1495610000000.0,81,1,2,3387,1378,5429,1276,72,1141,4,10,0,81,13,1105
1,1495610000000.0,1495610000000.0,34,1,0,5341,1284,3508,1370,171,661,3,10,0,34,13,1192
1,1495600000000.0,1495610000000.0,60,3,0,6719,1311,5429,1272,36,291,3,10,0,60,12,1143
1,1495330000000.0,1495330000000.0,47,1,2,4996,1245,5429,1284,36,680,6,10,0,47,11,798
1,1495280000000.0,1495280000000.0,100,0,1,6679,1331,5429,1296,71,32,2,10,0,100,13,819
1,1495280000000.0,1495280000000.0,40,3,0,5341,1305,8936,1360,171,661,3,10,0,40,13,1128
1,1495280000000.0,1495280000000.0,110,3,0,8132,1193,5429,1298,243,968,5,10,0,110,2,1831
1,1495280000000.0,1495280000000.0,57,1,2,5341,1288,5582,1257,171,662,4,10,0,57,13,1111
1,1495280000000.0,1495280000000.0,51,1,2,5505,1245,5429,1300,197,1415,5,10,0,51,13,1292
1,1495280000000.0,1495280000000.0,70,1,0,5341,1315,2563,1189,90,1194,2,10,0,70,13,1024
1,1495280000000.0,1495280000000.0,19,1,2,5341,1302,7643,1377,71,1404,2,10,0,19,13,954
1,1495270000000.0,1495270000000.0,65,1,2,7991,1251,5429,1314,191,210,4,10,0,65,13,1408
1,1495270000000.0,1495270000000.0,45,3,2,5341,1307,3926,1180,171,655,3,10,0,45,13,1091
1,1495270000000.0,1495270000000.0,37,1,2,5341,1290,201,1548,191,643,4,10,0,37,13,916
1,1495270000000.0,1495270000000.0,37,1,2,3413,1419,5429,1309,71,752,5,10,0,37,13,833
1,1495260000000.0,1495270000000.0,59,1,2,7033,1303,5429,1321,71,759,5,10,0,59,13,836
1,1495260000000.0,1495260000000.0,30,1,0,5167,1227,5429,1312,72,1125,2,10,0,30,13,1216
1,1495260000000.0,1495260000000.0,63,1,2,5341,1304,3370,1226,77,682,2,10,0,63,13,1231
1,1495260000000.0,1495260000000.0,45,1,2,3081,1371,5429,1315,171,655,3,10,0,45,13,1714
1,1495260000000.0,1495260000000.0,128,1,0,5341,1325,3191,1361,171,661,3,10,0,128,13,1042
1,1495260000000.0,1495260000000.0,40,1,0,7566,1340,5429,1316,171,661,3,10,0,40,13,1216
1,1495260000000.0,1495260000000.0,31,3,2,5341,1307,1883,1246,171,655,3,10,0,31,13,533
1,1495260000000.0,1495260000000.0,97,3,2,5341,1296,1004,1298,171,655,3,10,0,97,13,178
1,1495260000000.0,1495260000000.0,7,1,2,5341,1285,4771,1279,71,745,2,10,0,7,13,954
1,1495240000000.0,1495240000000.0,15,1,2,1958,1328,5429,1295,201,462,5,10,0,15,13,1183
1,1495240000000.0,1495240000000.0,58,1,0,5341,1283,7252,1499,96,1260,4,10,0,58,13,1649
1,1495240000000.0,1495240000000.0,9,1,2,6473,1310,5429,1304,193,1020,6,10,0,9,13,1183
1,1495240000000.0,1495240000000.0,14,1,0,5341,1316,6496,1298,201,492,7,10,0,14,13,1168
1,1495230000000.0,1495240000000.0,43,1,2,5341,1307,8063,1272,152,371,3,10,0,43,13,998
1,1495230000000.0,1495230000000.0,53,1,2,7745,1304,5429,1318,174,67,3,10,0,53,13,1033
1,1495210000000.0,1495210000000.0,46,3,0,4658,1236,5429,1309,172,642,4,10,0,46,13,1167
1,1495210000000.0,1495210000000.0,91,1,2,5341,1297,584,1319,196,1166,8,10,0,91,13,783
1,1495210000000.0,1495210000000.0,49,1,2,7049,1258,5429,1299,191,643,4,10,0,49,13,1999
1,1495210000000.0,1495210000000.0,53,3,2,5341,1288,7102,1268,91,1351,3,10,0,53,13,1668
0,1489150000000.0,1489150000000.0,17,1,2,8932,1242,2651,1291,171,655,3,10,5,17,13,957
0,1489150000000.0,1489150000000.0,17,1,2,2595,1291,8827,1242,171,655,3,10,5,17,13,1183
0,1489150000000.0,1489150000000.0,22,1,0,2595,1291,5017,1500,36,214,2,60,0,22,11,898
0,1489060000000.0,1489060000000.0,46,1,0,2595,1291,6581,1318,41,443,2,30,0,46,11,1216
1,1489020000000.0,1489020000000.0,59,1,2,879,1430,2651,1434,191,653,4,10,0,59,13,830
1,1489020000000.0,1489020000000.0,43,1,2,586,1824,2651,1500,36,433,2,10,0,43,11,1371
0,1491860000000.0,1491860000000.0,25,3,0,394,1500,8251,1332,191,210,4,5,10,25,13,860
1,1491860000000.0,1491860000000.0,55,1,2,505,1604,8251,1344,241,981,5,10,0,55,2,1292
1,1491850000000.0,1491860000000.0,61,1,2,4783,1494,8251,1364,25,260,5,10,0,61,9,830
0,1491850000000.0,1491850000000.0,8,3,2,5874,1500,8251,1364,191,210,4,30,0,8,13,468
0,1491840000000.0,1491840000000.0,38,1,0,441,1661,8251,1364,174,67,3,15,0,38,13,1675
0,1491840000000.0,1491840000000.0,16,3,2,975,1500,8251,1364,191,212,6,10,0,16,13,985
0,1491840000000.0,1491840000000.0,98,1,0,8318,1364,8552,1525,172,164,3,10,0,98,13,1550
0,1491840000000.0,1491840000000.0,79,1,2,8644,1525,8251,1364,191,645,4,10,0,79,13,1292
0,1491590000000.0,1491590000000.0,68,3,2,1562,1390,8251,1364,0,1433,1,5,8,68,12,1614
0,1491470000000.0,1491470000000.0,17,3,2,3352,1168,8251,1364,0,1433,1,15,6,17,12,692
0,1491470000000.0,1491470000000.0,55,1,2,8318,1364,6910,1500,193,1020,6,15,6,55,13,783
0,1485060000000.0,1485060000000.0,47,3,2,4670,1832,951,1500,10,215,1,10,0,47,9,400
0,1481820000000.0,1481820000000.0,47,3,2,180,2005,951,1500,201,462,5,10,0,47,13,654
0,1481390000000.0,1481390000000.0,74,3,0,959,1500,4858,1531,0,441,4,30,0,74,16,1191
0,1481390000000.0,1481390000000.0,71,1,2,4777,1531,951,1500,239,961,2,30,0,71,11,1686
0,1481390000000.0,1481390000000.0,12,1,0,6953,1500,951,1500,208,530,8,30,0,12,13,1168
1,1491570000000.0,1491570000000.0,52,3,0,2716,1386,2395,1468,178,1434,3,10,0,52,13,1719
1,1491500000000.0,1491500000000.0,26,3,2,5667,1371,2762,1398,72,1130,6,10,0,26,13,796
1,1491010000000.0,1491020000000.0,66,3,0,2716,1413,4301,1271,239,977,3,10,0,66,11,1764
1,1491010000000.0,1491010000000.0,42,1,0,4192,1279,2762,1406,72,1125,2,10,0,42,13,1120
1,1491010000000.0,1491010000000.0,135,1,2,2716,1398,4301,1286,239,977,3,10,0,135,11,783
1,1490800000000.0,1490800000000.0,27,3,0,2716,1407,6931,1461,99,1324,4,10,0,27,13,897
1,1490710000000.0,1490710000000.0,53,3,2,6911,1283,2762,1422,72,1125,2,10,0,53,13,1055
0,1490710000000.0,1490710000000.0,29,3,2,838,2244,2762,1411,258,868,5,20,20,29,11,76
1,1490710000000.0,1490710000000.0,54,1,0,8671,1411,2762,1411,72,1130,6,10,0,54,13,1192
1,1490580000000.0,1490580000000.0,69,3,2,2716,1391,4403,1411,175,68,4,10,0,69,13,470
1,1490580000000.0,1490580000000.0,28,2,0,8290,1337,2762,1391,72,1130,6,10,0,28,13,1966
1,1490580000000.0,1490580000000.0,87,3,2,5603,1300,2762,1405,171,663,3,10,0,87,6,1603
1,1490580000000.0,1490580000000.0,26,3,0,3882,1084,2762,1402,239,95,8,10,0,26,11,545
1,1490580000000.0,1490580000000.0,43,3,2,2716,1396,6827,1231,175,68,4,10,0,43,13,697
1,1490560000000.0,1490560000000.0,50,3,0,2716,1406,3757,1416,174,72,4,10,0,50,13,305
1,1490550000000.0,1490560000000.0,49,1,2,8626,1405,2762,1417,240,967,4,10,0,49,11,1207
1,1490400000000.0,1490410000000.0,128,3,0,2716,1426,5454,1481,197,293,6,10,0,128,13,1831
1,1490400000000.0,1490400000000.0,54,3,2,5369,1472,2762,1436,72,1130,6,10,0,54,13,341
1,1490190000000.0,1490190000000.0,49,1,2,2716,1430,222,1256,36,433,2,8,0,49,11,1454
1,1490150000000.0,1490150000000.0,55,3,2,7471,1335,2762,1444,72,1125,2,10,0,55,13,271
1,1490150000000.0,1490150000000.0,59,1,2,2716,1436,7480,1345,36,283,2,10,0,59,11,836
1,1490150000000.0,1490150000000.0,76,1,0,7471,1355,2762,1428,72,1125,2,10,0,76,13,980
1,1490150000000.0,1490150000000.0,41,3,0,2716,1441,7480,1338,174,67,3,10,0,41,13,290
1,1490140000000.0,1490150000000.0,56,3,0,2716,1451,4887,1480,239,977,3,10,0,56,11,215
1,1490120000000.0,1490120000000.0,82,1,0,7978,1386,2762,1442,72,1130,6,10,0,82,13,1168
1,1490120000000.0,1490120000000.0,75,3,2,2716,1429,3348,1511,174,67,3,10,0,75,13,1886
1,1490030000000.0,1490030000000.0,131,1,2,2716,1416,3319,1491,239,977,3,10,0,131,11,954
1,1490030000000.0,1490030000000.0,38,1,0,255,1387,2762,1406,72,1130,6,10,0,38,13,783
1,1489940000000.0,1489940000000.0,69,3,0,3681,1375,2762,1396,72,1131,4,10,0,69,13,516
1,1489940000000.0,1489940000000.0,48,3,0,2716,1406,8006,1423,72,1125,2,10,0,48,13,1551
1,1489770000000.0,1489770000000.0,80,3,0,5855,1364,2762,1397,72,1125,2,10,0,80,13,329
1,1489540000000.0,1489540000000.0,35,3,2,3864,1330,2762,1409,6,1468,3,10,0,35,2,763
1,1489540000000.0,1489540000000.0,81,1,2,2716,1404,2034,1197,174,67,3,10,0,81,13,1198
1,1489500000000.0,1489500000000.0,49,3,2,4829,1397,2762,1415,239,967,3,10,0,49,11,491
1,1489500000000.0,1489500000000.0,79,1,2,2716,1405,4908,1408,239,977,3,10,0,79,11,1027
1,1489500000000.0,1489500000000.0,13,3,2,993,1171,2762,1422,239,967,3,10,0,13,11,649
1,1489420000000.0,1489420000000.0,105,1,2,2716,1412,783,1401,152,311,2,10,0,105,13,767
1,1489090000000.0,1489090000000.0,83,3,2,7177,1518,2762,1419,0,434,1,10,0,83,16,1603
1,1489090000000.0,1489090000000.0,46,3,0,2972,1280,2762,1413,72,1130,6,10,0,46,13,1119
0,1490230000000.0,1490230000000.0,77,1,2,6513,1393,7278,1527,239,961,2,15,0,77,11,910
0,1489930000000.0,1489930000000.0,51,1,2,2997,1730,6545,1393,2,1407,4,15,0,51,11,1114
0,1489450000000.0,1489450000000.0,55,1,2,7232,1527,6545,1393,239,962,3,20,0,55,11,1207
0,1489330000000.0,1489330000000.0,78,1,0,7914,1309,6545,1393,72,1141,4,15,0,78,13,1363
0,1488840000000.0,1488840000000.0,51,1,2,6513,1393,7878,1309,243,968,5,15,0,51,11,1541
0,1488840000000.0,1488840000000.0,78,1,0,6513,1393,7278,1527,239,962,3,15,0,78,11,780
0,1488730000000.0,1488730000000.0,56,1,0,6513,1393,7878,1309,239,963,4,15,0,56,11,1628
0,1488580000000.0,1488590000000.0,134,1,0,6513,1428,7878,1279,239,963,4,30,0,134,11,756
0,1488500000000.0,1488500000000.0,63,1,2,6513,1428,3097,1730,239,962,3,15,0,63,11,1027
0,1488330000000.0,1488330000000.0,61,1,2,2997,1730,6545,1428,152,1002,4,15,0,61,11,995
0,1488160000000.0,1488160000000.0,50,1,0,6513,1428,7278,1527,239,962,3,20,0,50,11,18
0,1487980000000.0,1487980000000.0,87,1,2,7914,1279,6545,1428,72,1141,4,20,0,87,13,783
0,1487900000000.0,1487900000000.0,65,1,2,2997,1730,6545,1428,239,961,2,15,0,65,11,1366
0,1487860000000.0,1487860000000.0,73,1,2,7661,1500,6545,1428,6,1473,3,15,0,73,13,59
0,1503840000000.0,1503840000000.0,25,1,2,7232,1527,7878,1309,0,1124,1,20,0,25,8,1033
0,1489850000000.0,1489850000000.0,137,0,1,2997,1730,7878,1309,71,761,6,15,0,137,11,352
0,1489540000000.0,1489540000000.0,56,1,0,7914,1309,3097,1730,178,1434,3,15,0,56,13,38
0,1489450000000.0,1489450000000.0,107,1,2,7232,1527,7878,1309,239,963,4,20,0,107,11,1271
0,1489190000000.0,1489190000000.0,169,0,1,2997,1730,7878,1309,239,963,4,15,0,169,11,623
0,1488840000000.0,1488840000000.0,108,1,0,7914,1309,7278,1527,72,1141,4,20,0,108,13,1492
1,1504240000000.0,1504250000000.0,37,3,2,3316,1845,2092,1507,36,960,1,5,5,37,11,42
1,1503690000000.0,1503700000000.0,70,3,0,2070,1509,17,1868,65,191,3,5,5,70,11,1907
1,1503490000000.0,1503490000000.0,16,3,0,2070,1513,2028,1783,36,433,2,5,5,16,11,273
1,1503160000000.0,1503160000000.0,60,3,0,4194,1599,2092,1499,72,1125,2,5,5,60,13,440
1,1503080000000.0,1503080000000.0,61,2,2,2542,1539,2092,1510,71,745,2,5,5,61,13,1350
1,1502950000000.0,1502950000000.0,72,3,0,2070,1519,3164,1557,41,453,3,5,5,72,11,707
1,1502690000000.0,1502690000000.0,120,1,0,935,1533,2092,1507,36,960,1,5,5,120,11,1568
1,1501950000000.0,1501950000000.0,24,3,0,2070,1513,2370,1695,0,434,1,5,5,24,16,1834
1,1501450000000.0,1501450000000.0,54,1,0,2070,1518,2742,1716,184,544,5,5,5,54,13,1389
1,1500960000000.0,1500960000000.0,155,3,2,4106,1609,2092,1526,280,896,7,5,5,155,11,404
1,1500880000000.0,1500880000000.0,80,3,0,2070,1535,4292,1620,3,62,2,5,5,80,15,1439
1,1500830000000.0,1500830000000.0,59,3,2,9431,1729,2092,1553,71,746,3,5,5,59,13,307
1,1500790000000.0,1500790000000.0,50,1,0,9138,1526,2092,1542,90,1194,2,5,5,50,13,1168
1,1500620000000.0,1500620000000.0,53,3,2,1244,1508,2092,1555,71,747,6,5,5,53,13,1958
1,1497240000000.0,1497240000000.0,27,3,2,2070,1531,3614,1579,221,1092,8,5,8,27,13,1728
1,1497240000000.0,1497240000000.0,43,3,2,8253,1581,2092,1541,201,503,6,5,8,43,13,114
1,1497190000000.0,1497190000000.0,52,3,0,2070,1550,6593,1620,261,854,9,5,8,52,11,46
1,1497160000000.0,1497160000000.0,82,3,0,2070,1562,8618,1556,201,503,6,5,8,82,13,519
1,1497150000000.0,1497150000000.0,53,3,2,7084,2167,2092,1562,99,1314,5,5,8,53,13,1329
1,1492050000000.0,1492050000000.0,60,1,0,4100,1130,2421,1383,185,550,6,10,0,60,13,858
0,1491360000000.0,1491360000000.0,50,3,0,5157,1136,2421,1383,0,677,1,17,5,50,10,1370
0,1491360000000.0,1491360000000.0,37,3,2,2373,1383,5229,1136,201,405,6,17,5,37,13,1122
1,1491260000000.0,1491260000000.0,76,3,0,3419,984,2421,1378,239,89,5,10,10,76,11,1609
0,1491260000000.0,1491260000000.0,46,1,0,2373,1378,6828,1377,191,210,4,10,5,46,13,936
1,1491260000000.0,1491260000000.0,11,3,2,2373,1372,7599,1003,117,1194,4,13,10,11,13,1958
1,1490840000000.0,1490840000000.0,77,1,2,2373,1364,8783,1065,152,352,3,10,0,77,13,1571
1,1490660000000.0,1490660000000.0,20,3,0,900,1196,2421,1348,258,868,5,15,0,20,11,438
1,1490660000000.0,1490660000000.0,37,3,2,2373,1336,8544,1088,152,352,3,10,0,37,13,176
1,1490380000000.0,1490380000000.0,89,3,2,2373,1310,5091,1273,193,1034,5,15,0,89,13,1270
1,1489540000000.0,1489540000000.0,17,0,1,4499,1382,2421,1304,174,67,3,5,5,17,13,24
1,1489200000000.0,1489200000000.0,30,3,2,2373,1285,4210,1116,99,1324,4,15,0,30,13,1152
1,1489200000000.0,1489200000000.0,77,3,2,2550,1271,2421,1328,201,297,8,5,10,77,13,617
1,1503970000000.0,1503970000000.0,89,2,2,6135,1574,1790,1562,243,968,5,10,0,89,11,1682
1,1503970000000.0,1503970000000.0,67,0,1,8227,1590,1790,1561,90,1370,3,10,0,67,13,323
1,1503970000000.0,1503970000000.0,31,3,2,1762,1558,1619,1235,259,869,6,10,0,31,11,1157
1,1503880000000.0,1503880000000.0,101,3,2,1762,1547,549,1567,258,868,5,15,15,101,11,1282
1,1503460000000.0,1503460000000.0,37,2,2,7453,1517,1790,1559,358,612,9,10,5,37,11,2034
1,1503370000000.0,1503370000000.0,80,1,0,5702,1429,1790,1552,152,352,3,10,10,80,13,1316
1,1501370000000.0,1501370000000.0,107,3,2,1124,1741,890,1810,3,62,2,10,0,107,15,318
1,1501370000000.0,1501370000000.0,64,3,0,2951,1805,1136,1727,152,352,3,10,0,64,13,1801
